סמל היישוב,שם יישוב,מחוז,נפה,צורת יישוב,מעמד מוניציפלי,אזור טבעי,אוכלוסייה - סך הכל,מזה: יהודים ואחרים,מזה: יהודים,מזה: ערבים,אשכול רשויות מקומיות
1212,עמוקה,הצפון,צפת,יישובים קהילתיים,מרום הגליל,גליל עליון מזרחי,158,158,154,-,אשכול רשויות גליל מזרחי       
3824,עמיחי,יהודה והשומרון,,יישובים קהילתיים,מטה בנימין,,238,238,238,-,אשכול יהודה ושומרון           
779,עמינדב,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,הרי יהודה,"1,119","1,119","1,097",-,
385,עמיעד,הצפון,צפת,קיבוצים,הגליל העליון,אזור חצור,483,482,469,1,אשכול רשויות גליל מזרחי       
318,עמיעוז,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,208,207,206,1,אשכול רשויות נגב מערבי        
773,עמיקם,חיפה,חדרה,מושבים - לרבות כפרים שיתופיים,אלונה,הר אלכסנדר,740,740,717,-,
319,עמיר,הצפון,צפת,קיבוצים,הגליל העליון,עמק חולה,600,597,572,3,אשכול רשויות גליל מזרחי       
3660,עמנואל,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מועצה מקומית,,"4,372","4,372","4,369",-,אשכול יהודה ושומרון           
708,עמקה,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מטה אשר,אזור נהרייה,822,822,808,-,אשכול רשויות גליל מערבי       
3712,ענב,יהודה והשומרון,,יישובים קהילתיים,שומרון,,983,983,981,-,אשכול יהודה ושומרון           
534,עספיא,חיפה,חיפה,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,אזור חיפה,"12,746",219,130,"12,527",אשכול רשויות המפרץ            
7700,עפולה,הצפון,יזרעאל,יישובים יהודיים 99999-50000 תושבים,עירייה,עמק יזרעאל,"59,076","58,447","52,340",629,אשכול רשויות הגליל והעמקים    
3617,עפרה,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מטה בנימין,,"3,025","3,025","3,017",-,אשכול יהודה ושומרון           
3778,עץ אפרים,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"2,518","2,518","2,438",-,אשכול יהודה ושומרון           
917,עצמון שגב,הצפון,עכו,יישובים קהילתיים,משגב,אזור שפרעם,"1,204","1,204","1,192",-,אשכול רשויות בית הכרם הגלילי  
531,עראבה,הצפון,עכו,יישובים לא יהודיים 49999-20000 תושבים,עירייה,אזור שפרעם,"26,641",36,-,"26,605",
1246,עראמשה*,הצפון,עכו,יישובים כפריים אחרים לא יהודיים,מטה אשר,אזור אילון,"1,724",-,-,"1,724",אשכול רשויות גליל מערבי       
1335,ערב אל נעים,הצפון,עכו,יישובים כפריים אחרים לא יהודיים,משגב,אזור שפרעם,848,-,-,848,אשכול רשויות בית הכרם הגלילי  
2560,ערד,הדרום,באר שבע,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור באר שבע,"27,582","26,636","22,401",946,אשכול רשויות נגב מזרחי        
593,ערוגות,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,באר טוביה,אזור מלאכי,"1,145","1,144","1,116",1,אשכול רשויות שורק דרומי       
637,ערערה,חיפה,חדרה,יישובים לא יהודיים 49999-20000 תושבים,מועצה מקומית,הר אלכסנדר,"25,823",40,10,"25,783",
1192,ערערה-בנגב,הדרום,באר שבע,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,אזור באר שבע,"19,681",14,-,"19,667",אשכול רשויות נגב מזרחי        
591,עשרת,המרכז,רחובות,יישובים כפריים אחרים יהודיים,גדרות,אזור רחובות,968,968,960,-,
53,עתלית,חיפה,חדרה,יישובים יהודיים 19999-10000 תושבים,חוף הכרמל,חוף הכרמל,"10,474","10,384","10,054",90,
3748,עתניאל,יהודה והשומרון,,יישובים קהילתיים,הר חברון,,994,994,994,-,אשכול יהודה ושומרון           
1151,פארן,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,הערבה התיכונה,הערבה,508,505,480,3,אשכול רשויות נגב מזרחי        
1763,פארק תעשיות ספירים,הדרום,אשקלון,מוקד תעסוקה,שער הנגב,אזור אשקלון,-,-,-,-,אשכול רשויות נגב מערבי        
1745,פארק תעשיות עמק חפר,המרכז,השרון,מוקד תעסוקה,עמק חפר,מערב השרון,-,-,-,-,
3768,פדואל,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"2,098","2,098","2,084",-,אשכול יהודה ושומרון           
750,פדויים,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור בשור,503,503,494,-,אשכול רשויות נגב מערבי        
838,פדיה,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,827,827,824,-,
537,פוריידיס,חיפה,חדרה,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,חוף הכרמל,"13,571",15,8,"13,556",
1104,פורייה - כפר עבודה,הצפון,כנרת,יישובים כפריים אחרים יהודיים,עמק הירדן,כנרות,379,379,354,-,אשכול רשויות הכנרת והעמקים    
1105,פורייה - נווה עובד,הצפון,כנרת,יישובים כפריים אחרים יהודיים,עמק הירדן,כנרות,"1,290","1,274","1,207",16,אשכול רשויות הכנרת והעמקים    
1313,פורייה עילית,הצפון,כנרת,יישובים כפריים אחרים יהודיים,עמק הירדן,כנרות,"1,234","1,177","1,056",57,אשכול רשויות הכנרת והעמקים    
767,פורת,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,לב השרון,מערב השרון,"1,284","1,284","1,261",-,אשכול רשויות השרון            
749,פטיש,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור בשור,998,996,992,2,אשכול רשויות נגב מערבי        
1185,פלך,הצפון,עכו,קיבוצים,משגב,אזור יחיעם,196,196,190,-,אשכול רשויות בית הכרם הגלילי  
597,פלמחים,המרכז,רחובות,קיבוצים,גן רווה,אזור ראשון לציון,743,743,724,-,
3723,פני חבר,יהודה והשומרון,,יישובים קהילתיים,הר חברון,,729,729,728,-,אשכול יהודה ושומרון           
3659,פסגות,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מטה בנימין,,"2,077","2,077","2,077",-,אשכול יהודה ושומרון           
535,פסוטה,הצפון,עכו,יישובים לא יהודיים 4999-2000 תושבים,מועצה מקומית,אזור אילון,"3,236",7,-,"3,229",אשכול רשויות גליל מערבי       
2059,"פעמי תש""ז",הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור גרר,586,586,584,-,אשכול רשויות נגב מערבי        
3615,פצאל,יהודה והשומרון,,מושבים - לרבות כפרים שיתופיים,ערבות הירדן,,361,360,360,1,אשכול יהודה ושומרון           
536,פקיעין (בוקייעה),הצפון,עכו,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,אזור יחיעם,"6,025",3,-,"6,022",
281,פקיעין חדשה,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור יחיעם,577,562,542,15,אשכול רשויות גליל מערבי       
7800,פרדס חנה-כרכור,חיפה,חדרה,יישובים יהודיים 49999-20000 תושבים,מועצה מקומית,אזור חדרה,"44,210","44,152","42,827",58,
171,פרדסייה,המרכז,השרון,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,מערב השרון,"7,252","7,250","7,153",2,
599,פרוד,הצפון,צפת,קיבוצים,מרום הגליל,גליל עליון מזרחי,605,600,576,5,אשכול רשויות גליל מזרחי       
2053,פרזון,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,הגלבוע,עמק יזרעאל,361,361,352,-,אשכול רשויות הגליל והעמקים    
1231,פרי גן,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,252,252,252,-,אשכול רשויות נגב מערבי        
7900,פתח תקווה,המרכז,פתח תקווה,יישובים יהודיים 499999-200000 תושבים,עירייה,אזור פתח תקווה,"252,270","251,743","230,726",527,
839,פתחיה,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,886,886,876,-,
413,צאלים,הדרום,באר שבע,קיבוצים,אשכול,אזור בשור,470,470,424,-,אשכול רשויות נגב מערבי        
1180,צביה,הצפון,עכו,יישובים קהילתיים,משגב,אזור כרמיאל,327,327,319,-,אשכול רשויות בית הכרם הגלילי  
1213,צבעון,הצפון,עכו,קיבוצים,הגליל העליון,אזור אילון,338,338,312,-,אשכול רשויות גליל מזרחי       
465,צובה,ירושלים,ירושלים,קיבוצים,מטה יהודה,הרי יהודה,623,623,603,-,
1136,צוחר,הדרום,באר שבע,יישובים כפריים אחרים יהודיים,אשכול,אזור בשור,475,474,446,1,אשכול רשויות נגב מערבי        
1111,צופייה,המרכז,רחובות,מקום,חבל יבנה,אזור רחובות,-,-,-,-,אשכול רשויות שורק דרומי       
3791,צופים,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"2,489","2,488","2,424",1,אשכול יהודה ושומרון           
198,צופית,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,"1,326","1,326","1,310",-,אשכול רשויות השרון            
1150,צופר,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,הערבה התיכונה,הערבה,464,463,451,1,אשכול רשויות נגב מזרחי        
1102,צוקי ים,המרכז,השרון,יישובים כפריים אחרים יהודיים,עמק חפר,מערב השרון,301,301,297,-,
1262,צוקים,הדרום,באר שבע,יישובים קהילתיים,הערבה התיכונה,הערבה,346,346,331,-,אשכול רשויות נגב מזרחי        
1113,צור הדסה,ירושלים,ירושלים,יישובים יהודיים 19999-10000 תושבים,מטה יהודה,הרי יהודה,"11,929","11,900","11,318",29,
1345,צור יצחק,המרכז,פתח תקווה,יישובים יהודיים 9999-5000 תושבים,דרום השרון,דרום השרון,"6,855","6,814","6,574",41,אשכול רשויות השרון            
276,צור משה,המרכז,השרון,יישובים יהודיים 4999-2000 תושבים,לב השרון,מערב השרון,"3,264","3,259","3,225",5,אשכול רשויות השרון            
1148,צור נתן,המרכז,פתח תקווה,מושבים שיתופיים,דרום השרון,דרום השרון,298,298,295,-,אשכול רשויות השרון            
774,צוריאל,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור יחיעם,392,388,381,4,אשכול רשויות גליל מערבי       
1221,צורית,הצפון,עכו,יישובים קהילתיים,משגב,אזור כרמיאל,943,942,910,1,אשכול רשויות בית הכרם הגלילי  
613,ציפורי,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,הרי נצרת-תירען,"1,013",890,862,123,אשכול רשויות הגליל והעמקים    
796,צלפון,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,"1,081","1,081","1,077",-,
636,צנדלה,הצפון,יזרעאל,יישובים כפריים אחרים לא יהודיים,הגלבוע,עמק חרוד,"1,678",-,-,"1,678",אשכול רשויות הגליל והעמקים    
594,צפרייה,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,שדות דן,אזור רמלה,"1,035","1,035","1,035",-,
1079,צפרירים,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,416,416,412,-,
8000,צפת,הצפון,צפת,יישובים יהודיים 49999-20000 תושבים,עירייה,גליל עליון מזרחי,"37,473","36,692","34,434",781,אשכול רשויות גליל מזרחי       
612,צרופה,חיפה,חדרה,מושבים - לרבות כפרים שיתופיים,חוף הכרמל,חוף הכרמל,"1,151","1,150","1,137",1,
567,צרעה,ירושלים,ירושלים,קיבוצים,מטה יהודה,שפלת יהודה,947,947,934,-,
334,קבוצת יבנה,המרכז,רחובות,קיבוצים,חבל יבנה,אזור רחובות,957,957,956,-,אשכול רשויות שורק דרומי       
3557,קדומים,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מועצה מקומית,,"4,590","4,590","4,569",-,אשכול יהודה ושומרון           
195,קדימה-צורן,המרכז,השרון,יישובים יהודיים 49999-20000 תושבים,מועצה מקומית,מערב השרון,"22,919","22,903","22,448",16,אשכול רשויות השרון            
392,קדמה,הדרום,אשקלון,מקום,יואב,אזור מלאכי,-,-,-,-,אשכול רשויות שורק דרומי       
4025,קדמת צבי,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן תיכוני,537,537,505,-,אשכול רשויות גליל מזרחי       
3781,קדר,יהודה והשומרון,,יישובים קהילתיים,גוש עציון,,"1,617","1,617","1,598",-,
615,קדרון,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,ברנר,אזור רחובות,"1,615","1,615","1,595",-,אשכול רשויות שורק דרומי       
1211,קדרים,הצפון,צפת,קיבוצים,הגליל העליון,גליל תחתון מרכזי,293,293,289,-,אשכול רשויות גליל מזרחי       
766,קוממיות,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,שפיר,אזור מלאכי,555,555,555,-,
1179,קורנית,הצפון,עכו,יישובים קהילתיים,משגב,אזור שפרעם,915,915,888,-,אשכול רשויות בית הכרם הגלילי  
1052,קטורה,הדרום,באר שבע,קיבוצים,חבל אילות,הערבה,507,506,469,1,אשכול רשויות נגב מזרחי        
1167,קיסריה,חיפה,חדרה,יישובים יהודיים 9999-5000 תושבים,חוף הכרמל,אזור חדרה,"5,782","5,747","5,558",35,
414,קלחים,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור גרר,679,678,673,1,אשכול רשויות נגב מערבי        
3601,קליה,יהודה והשומרון,,קיבוצים,מגילות ים המלח,,489,483,469,6,אשכול יהודה ושומרון           
638,קלנסווה,המרכז,השרון,יישובים לא יהודיים 49999-20000 תושבים,עירייה,מזרח השרון,"23,877",50,26,"23,827",אשכול רשויות השרון            
4024,קלע,הצפון,גולן,יישובים קהילתיים,גולן,גולן צפוני,390,390,353,-,אשכול רשויות גליל מזרחי       
1243,קציר,חיפה,חדרה,יישובים יהודיים 4999-2000 תושבים,מנשה,הר אלכסנדר,"2,934","2,850","2,648",84,
1347,קצר א-סר,הדרום,באר שבע,יישובים לא יהודיים 4999-2000 תושבים,נווה מדבר,אזור באר שבע,"2,731",1,-,"2,730",אשכול רשויות נגב מזרחי        
4100,קצרין,הצפון,גולן,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,גולן תיכוני,"7,606","7,552","6,165",54,אשכול רשויות גליל מזרחי       
2620,קריית אונו,תל אביב,,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור רמת גן,"41,900","41,853","40,731",47,
3611,קריית ארבע,יהודה והשומרון,,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,,"7,498","7,498","7,335",-,אשכול יהודה ושומרון           
6800,קריית אתא,חיפה,חיפה,יישובים יהודיים 99999-50000 תושבים,עירייה,אזור חיפה,"60,101","59,966","55,152",135,אשכול רשויות המפרץ            
9500,קריית ביאליק,חיפה,חיפה,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור חיפה,"43,268","43,207","38,982",61,אשכול רשויות המפרץ            
2630,קריית גת,הדרום,אשקלון,יישובים יהודיים 99999-50000 תושבים,עירייה,אזור לכיש,"60,581","60,506","56,498",75,
1768,קריית חינוך מרחבים*,הדרום,באר שבע,מוקד תעסוקה,מרחבים,אזור בשור,-,-,-,-,אשכול רשויות נגב מערבי        
2300,קריית טבעון,חיפה,חיפה,יישובים יהודיים 19999-10000 תושבים,מועצה מקומית,אזור חיפה,"18,520","18,403","17,857",117,אשכול רשויות המפרץ            
9600,קריית ים,חיפה,חיפה,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור חיפה,"39,442","39,355","32,248",87,אשכול רשויות המפרץ            
1137,קריית יערים,ירושלים,ירושלים,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,הרי יהודה,"6,471","6,470","6,449",1,
2039,קריית יערים (מוסד),ירושלים,ירושלים,יישובים מוסדיים יהודיים,מטה יהודה,הרי יהודה,169,166,155,3,
8200,קריית מוצקין,חיפה,חיפה,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור חיפה,"46,565","46,504","41,497",61,אשכול רשויות המפרץ            
1034,קריית מלאכי,הדרום,אשקלון,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור מלאכי,"25,021","24,936","24,508",85,אשכול רשויות שורק דרומי       
3746,קריית נטפים,יהודה והשומרון,,יישובים קהילתיים,שומרון,,991,991,990,-,אשכול יהודה ושומרון           
78,קריית ענבים,ירושלים,ירושלים,קיבוצים,מטה יהודה,הרי יהודה,456,449,407,7,
469,קריית עקרון,המרכז,רחובות,יישובים יהודיים 19999-10000 תושבים,מועצה מקומית,אזור רחובות,"11,051","10,977","10,617",74,אשכול רשויות שורק דרומי       
412,קריית שלמה,המרכז,השרון,יישובים מוסדיים יהודיים,חוף השרון,מערב השרון,207,202,152,5,
2800,קריית שמונה,הצפון,צפת,יישובים יהודיים 49999-20000 תושבים,עירייה,עמק חולה,"22,336","21,574","19,912",762,אשכול רשויות גליל מזרחי       
1766,קרית חינוך עזתה,הדרום,באר שבע,מוקד תעסוקה,שדות נגב,אזור גרר,-,-,-,-,אשכול רשויות נגב מערבי        
1746,קרית תעופה,המרכז,רמלה,מוקד תעסוקה,חבל מודיעין,אזור רמלה,-,-,-,-,
3640,קרני שומרון,יהודה והשומרון,,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,,"9,662","9,653","9,346",9,אשכול יהודה ושומרון           
4006,קשת,הצפון,גולן,מושבים שיתופיים,גולן,גולן צפוני,863,863,863,-,אשכול רשויות גליל מזרחי       
543,ראמה,הצפון,עכו,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,אזור כרמיאל,"7,789",16,7,"7,773",אשכול רשויות בית הכרם הגלילי  
1334,ראס אל-עין,הצפון,עכו,יישובים כפריים אחרים לא יהודיים,משגב,אזור כרמיאל,410,-,-,410,אשכול רשויות בית הכרם הגלילי  
990,ראס עלי,חיפה,חיפה,יישובים כפריים אחרים לא יהודיים,זבולון,אזור חיפה,656,-,-,656,אשכול רשויות המפרץ            
2640,ראש העין,המרכז,פתח תקווה,יישובים יהודיים 99999-50000 תושבים,עירייה,אזור פתח תקווה,"71,651","71,599","69,328",52,
26,ראש פינה,הצפון,צפת,יישובים יהודיים 4999-2000 תושבים,מועצה מקומית,אזור חצור,"3,236","3,184","3,101",52,אשכול רשויות גליל מזרחי       
3602,ראש צורים,יהודה והשומרון,,קיבוצים,גוש עציון,,948,948,948,-,
8300,ראשון לציון,המרכז,רחובות,יישובים יהודיים 499999-200000 תושבים,עירייה,אזור ראשון לציון,"257,129","256,859","232,976",270,
3795,רבבה,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"2,908","2,908","2,908",-,אשכול יהודה ושומרון           
564,רבדים,הדרום,אשקלון,קיבוצים,יואב,אזור מלאכי,825,825,816,-,אשכול רשויות שורק דרומי       
354,רביבים,הדרום,באר שבע,קיבוצים,רמת נגב,הר הנגב הצפוני,"1,094","1,081",979,13,אשכול רשויות נגב מזרחי        
1225,רביד,הצפון,כנרת,קיבוצים,עמק הירדן,גליל תחתון מזרחי,143,142,141,1,אשכול רשויות הכנרת והעמקים    
390,רגבה,הצפון,עכו,מושבים שיתופיים,מטה אשר,אזור נהרייה,"1,102","1,102","1,094",-,אשכול רשויות גליל מערבי       
444,רגבים,חיפה,חדרה,קיבוצים,מנשה,הר אלכסנדר,528,528,518,-,
1161,רהט,הדרום,באר שבע,יישובים לא יהודיים 99999-50000 תושבים,עירייה,אזור באר שבע,"76,238",186,96,"76,052",אשכול רשויות נגב מערבי        
2051,רווחה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,שפיר,אזור לכיש,567,567,567,-,
2016,רוויה,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק המעיינות,עמק בית שאן,444,441,437,3,אשכול רשויות הכנרת והעמקים    
1341,רוח מדבר,הדרום,באר שבע,יישובים מוסדיים יהודיים,רמת נגב,הר הנגב הצפוני,68,66,55,2,אשכול רשויות נגב מזרחי        
362,רוחמה,הדרום,אשקלון,קיבוצים,שער הנגב,אזור אשקלון,751,715,680,36,אשכול רשויות נגב מערבי        
539,רומאנה,הצפון,,יישובים כפריים אחרים לא יהודיים,אל-בטוף,הרי נצרת-תירען,"1,262",-,-,"1,262",אשכול רשויות הכנרת והעמקים    
997,רומת הייב,הצפון,,יישובים לא יהודיים 4999-2000 תושבים,אל-בטוף,הרי נצרת-תירען,"2,154",-,-,"2,154",אשכול רשויות הכנרת והעמקים    
3619,רועי,יהודה והשומרון,,מושבים - לרבות כפרים שיתופיים,ערבות הירדן,,171,165,164,6,אשכול יהודה ושומרון           
3782,רותם,יהודה והשומרון,,יישובים קהילתיים,ערבות הירדן,,262,262,262,-,אשכול יהודה ושומרון           
854,רחוב,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק המעיינות,עמק בית שאן,406,406,406,-,אשכול רשויות הכנרת והעמקים    
8400,רחובות,המרכז,רחובות,יישובים יהודיים 199999-100000 תושבים,עירייה,אזור רחובות,"147,878","147,506","139,081",372,
3822,רחלים,יהודה והשומרון,,יישובים קהילתיים,שומרון,,975,975,975,-,אשכול יהודה ושומרון           
540,ריחאנייה,הצפון,צפת,יישובים כפריים אחרים לא יהודיים,מרום הגליל,גליל עליון מזרחי,"1,228",1,-,"1,227",אשכול רשויות גליל מזרחי       
3568,ריחן,יהודה והשומרון,יהודה ושומרון,מושבים שיתופיים,שומרון,,384,384,363,-,אשכול יהודה ושומרון           
542,ריינה,הצפון,,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,הרי נצרת-תירען,"19,266",32,11,"19,234",אשכול רשויות הגליל והעמקים    
3565,רימונים,יהודה והשומרון,,יישובים קהילתיים,מטה בנימין,,715,709,679,6,אשכול יהודה ושומרון           
616,רינתיה,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,חבל מודיעין,אזור פתח תקווה,"1,192","1,192","1,166",-,
922,רכסים,חיפה,חיפה,יישובים יהודיים 19999-10000 תושבים,מועצה מקומית,אזור חיפה,"13,736","13,736","13,713",-,אשכול רשויות המפרץ            
1069,רם-און,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,הגלבוע,עמק יזרעאל,984,984,978,-,אשכול רשויות הגליל והעמקים    
4702,רמות,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן תיכוני,544,544,531,-,אשכול רשויות גליל מזרחי       
206,רמות השבים,המרכז,פתח תקווה,יישובים כפריים אחרים יהודיים,דרום השרון,דרום השרון,"1,695","1,695","1,677",-,אשכול רשויות השרון            
735,רמות מאיר,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,755,753,747,2,
445,רמות מנשה,הצפון,יזרעאל,קיבוצים,מגידו,רמת מנשה,"1,232","1,231","1,204",1,אשכול רשויות הגליל והעמקים    
372,רמות נפתלי,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מבואות החרמון,גליל עליון מזרחי,545,545,528,-,אשכול רשויות גליל מזרחי       
8500,רמלה,המרכז,רמלה,יישובים יהודיים 99999-50000 תושבים,עירייה,אזור רמלה,"77,798","58,652","54,587","19,146",
8600,רמת גן,תל אביב,,יישובים יהודיים 199999-100000 תושבים,עירייה,אזור רמת גן,"169,706","168,721","157,392",985,
135,רמת דוד,הצפון,יזרעאל,קיבוצים,עמק יזרעאל,עמק יזרעאל,542,542,531,-,אשכול רשויות הגליל והעמקים    
184,רמת הכובש,המרכז,פתח תקווה,קיבוצים,דרום השרון,דרום השרון,"1,184","1,184","1,145",-,אשכול רשויות השרון            
335,רמת השופט,הצפון,יזרעאל,קיבוצים,מגידו,רמת מנשה,"1,166","1,166","1,100",-,אשכול רשויות הגליל והעמקים    
2650,רמת השרון,תל אביב,תל אביב,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור תל אביב,"47,969","47,908","47,067",61,
178,רמת יוחנן,חיפה,חיפה,קיבוצים,זבולון,אזור חיפה,"1,030","1,029",995,1,אשכול רשויות המפרץ            
122,רמת ישי,הצפון,יזרעאל,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,אזור יקנעם,"8,070","8,061","7,818",9,
4701,רמת מגשימים,הצפון,גולן,מושבים שיתופיים,גולן,גולן דרומי,784,784,784,-,אשכול רשויות גליל מזרחי       
339,רמת צבי,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,הגלבוע,רמת כוכב,764,759,748,5,אשכול רשויות הגליל והעמקים    
460,רמת רזיאל,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,הרי יהודה,662,662,641,-,
127,רמת רחל,ירושלים,ירושלים,קיבוצים,מטה יהודה,הרי יהודה,557,557,544,-,
789,רנן,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור בשור,717,717,708,-,אשכול רשויות נגב מערבי        
713,רעים,הדרום,באר שבע,קיבוצים,אשכול,אזור בשור,433,432,402,1,אשכול רשויות נגב מערבי        
8700,רעננה,המרכז,פתח תקווה,יישובים יהודיים 99999-50000 תושבים,עירייה,דרום השרון,"78,561","78,503","76,233",58,אשכול רשויות השרון            
1228,רקפת,הצפון,עכו,יישובים קהילתיים,משגב,אזור שפרעם,"1,057","1,053","1,030",4,אשכול רשויות בית הכרם הגלילי  
247,רשפון,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,חוף השרון,מערב השרון,"1,484","1,484","1,442",-,
437,רשפים,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,"1,200","1,200","1,180",-,אשכול רשויות הכנרת והעמקים    
1260,רתמים,הדרום,באר שבע,מושבים שיתופיים,רמת נגב,הר הנגב הצפוני,608,608,608,-,אשכול רשויות נגב מזרחי        
324,שאר ישוב,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מבואות החרמון,עמק חולה,630,630,604,-,אשכול רשויות גליל מזרחי       
1377,שבי דרום,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור גרר,405,405,405,-,אשכול רשויות נגב מערבי        
282,שבי ציון,הצפון,עכו,מושבים שיתופיים,מטה אשר,אזור נהרייה,"1,270","1,270","1,239",-,אשכול רשויות גליל מערבי       
3571,שבי שומרון,יהודה והשומרון,,יישובים קהילתיים,שומרון,,"1,050","1,050","1,049",-,אשכול יהודה ושומרון           
913,שבלי - אום אל-גנם,הצפון,יזרעאל,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,הרי נצרת-תירען,"6,279",7,-,"6,272",אשכול רשויות הכנרת והעמקים    
1286,שגב-שלום,הדרום,באר שבע,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,אזור באר שבע,"11,865",11,-,"11,854",אשכול רשויות נגב מזרחי        
721,שדה אילן,הצפון,כנרת,מושבים - לרבות כפרים שיתופיים,הגליל התחתון,גליל תחתון מזרחי,658,658,658,-,אשכול רשויות הכנרת והעמקים    
304,שדה אליהו,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,694,694,689,-,אשכול רשויות הכנרת והעמקים    
861,שדה אליעזר,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מבואות החרמון,עמק חולה,842,841,818,1,אשכול רשויות גליל מזרחי       
885,שדה בוקר,הדרום,באר שבע,קיבוצים,רמת נגב,הר הנגב הצפוני,469,468,452,1,אשכול רשויות נגב מזרחי        
36,שדה דוד,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,לכיש,אזור לכיש,632,632,625,-,
284,שדה ורבורג,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,"1,436","1,436","1,419",-,אשכול רשויות השרון            
